"Section";"Article";"Contenu"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 4.7.10";".)  
 
Nom de l’entreprise : _________________ Adresse ( optionnel) :_______________ 
Localisation du chantie r : ______________ Donneur d’ ouvrage : _______________ 
 
Information sur le tir C onditions climatiques   
 Localisation :___________________   Température : ________ ° C 
 Date : _________________________    Ensoleillé : __________ 
 Heure :_________ _______________    Nuageux :___________ 
 Chainage (option) : ______________   Pluie /neige :_________ 
 
Données sur le forage 
 Nombre de trous et diamètre de forage :  ________ __________________ 
 Fardeau et espacement :  ________________________ ______________ 
 Hauteur du forage en mètr e :  _________________ __________________ 
 Hauteur du collet : _________ ____________________ _______________ 
 Hauteur du mort terr ain : _____________________ __________________ 
Nature de la bourre (pierre ne tte, concassé) : _______________________ _____ 
 Pare-éclats (type): ________________ Distanc e des structures les plus près 
(bâtiment/ pont/ r oute) :________________ 
Explosifs 
 Type :__________ ____________________ 
 Nombre de détonat eurs :________________ 
 Quantité d’explosifs utilisés (amorces, explosifs) en unité, sac, caisse ou 
kg :_______________ _________________ 
 
Remarques : 
________________________ _____________________ ________________________ 
________________________ _____________________ ________________________ 
________________________ _____________________ ________________________ 
________________________ _____________________ ________________________ 
 
 Nom du boutefeu: ____________ _________ Signature:  _____________________ SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 183 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 184 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.2";"; D. 1959-86, a. 79; D. 57-2015, a. 60.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 185 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.3";"(a."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 4.4.1";")
TABLEAU DES DISTANCES EN FONCTION DES QUANTITÉS D’EXPLOSIFS CONTENUES DANS
LES DÉPÔTS
 
    Quantité        Distance en mètres séparant le dépôt         Quantité
  d’explosifs                   d’explosifs de                  d’explosifs
 en kilogrammes         (1)            (2)           (3)      en kilogrammes
 
     50                  23             23             9               50
    100                  23             32            11              100
    200                  26             52            14              200
    250                  30             60            15              250
    300                  34             68            16              300
    400                  41             82            18              400
    500                  47             94            19              500
    600                  53            105            20              600
    800                  65            130            23              800
  1 000                  75            150            24            1 000
  1 500                 100            200            27            1 500
  2 000                 120            240            30            2 000
  2 500                 135            270            32            2 500
  3 000                 150            300            34            3 000
  4 000                 175            350            38            4 000
  5 000                 190            380            41            5 000
  6 000                 200            400            44            6 000
  7 000                 210            420            46            7 000
 10 000                 240            480            52           10 000
 15 000                 270            540            59           15 000
 20 000                 300            600            66           20 000
 25 000                 320            640            70           25 000
 30 000                 340            680            74           30 000
 40 000                 380            760            82           40 000
 50 000                 410            820            88           50 000
 75 000                 470            940           100           75 000
100 000                 525          1 050           110          100 000
125 000                 558          1 115           120          125 000
150 000                 588          1 175           128          150 000
 
         
Renvois concernant le tableau des distances de l’annexe"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.3";"1) tout lieu de rassemblement extérieur ou toute autre voie de communication maritime ou terrestre, à
l’exception d’une voie menant au dépôt.
2) tout bâtiment ou autre dépôt d’explosifs.
3) tout autre dépôt d’explosifs entouré de merlons.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 186 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.3";"; D. 1959-86, a. 80; Erratum, 1987 G.O. 2, 1673; D. 57-2015, a. 61.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 187 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.4";"(Abrogée)
R.R.Q., 1981, c. S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.4";"; D. 1959-86, a. 81.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 188 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.5";"(Abrogée)
R.R.Q., 1981, c. S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.5";"; D. 1959-86, a. 81.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 189 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.6";"(a."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 4.7.5";")
Évaluation de la vitesse maximale permise des particules, de la distance du sautage aux bâtiments ou de
la fréquence admissible des vibrationsSANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 190 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.6";"Évaluation de la vitesse maximale permise  des particules, de la distance du  
sautage aux bâtiments ou de la fréquence admissible des vibrations (art."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 4.7.5";". a))  
 
L’employeur doit respecter les limites prévues  selon l’une des trois méthodes suivantes  : 
 
1. dans le tableau ci-dessous;  
 
 
TABLEAU"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.6.1";"- V ITESSE MAXIMALE PERMISE DES PARTICULES  
SELON LA DISTANCE DES STRUCTURES  
Distance du lieu de sautage  Vitesse maximale permise  
0 à 90 m (300 pi) 31,75 mm/s (1,25 po/s) 
91 à 1 524 m (301 à 5000 pi) 25,4 mm/s (1 po/s) 
1 525 m et plus (5001 pi) 19 mm/s (0,75 po/s) 
 
 
2. dans l’un des graphiques ci-dessous;  
 
FIGURE  –"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.6.2";"ESTIMATION DE LA VITESSE MAXIMALE PERMISE DES PARTICULES  
SELON LA FRÉQUENCE DE VIBRATION  
  
 
L’employeur doit utiliser, selon les instructions du fabricant, un sismographe pour surveiller la vélocité des 
particules afin d’assurer la conformité des résultats avec ceux établis dans le tableau"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.6.1";"ou dans les 
graphiques de la figure"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.6.2";", prévus ci-dessus. La méthode de surveillance des vibrations et le calcul de 
la fréquence doivent être approuvés par un ingénieur.  
 
        SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 191 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.6.2";"- CALCUL DE LA DISTANCE MINIMALE À RESPECTER ENTRE UNE STRUCTURE ET  
UN SAUTAGE EN FONCTION DE CHARGE D ’EXPLOSIFS
Distance du site de sautage  Quantité maximale d’explosifs mis à feu 
en moins de 8 millisecondes  
 Métrique 
(W en kg et D en m)Impériale 
(W en lb et D en pi)
Moins de 92 m (300 pi) 
92 à 1524 m (301 à 5000 pi) 
Plus de 1524 m (5000 pi)  W = (D/"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 22.6";")2 
W = (D/"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 24.9";")2 
W = (D/"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 29.4";")2 W = (D/50)2 
W = (D/55)2 
W = (D/65)2 
 
W = quantité maximum d’explosifs (en kilogramme  ou en livre) qui peuvent détoner en moins de 
8 millisecondes. 
D = distance à respecter entre la zone de saut age et la structure la plus proche à protéger.  ». 
 
 SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 192 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 193 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann. 3; D. 1005-2015, a. 1.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 194 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 3.1";"(Abrogée)
R.R.Q., 1981, c. S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 3.1";"; D. 1005-2015, a. 1.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 195 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 3.2";"(Abrogée)
R.R.Q., 1981, c. S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 3.2";"; D. 1005-2015, a. 1.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 196 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 8.11.3";")
CODE DE SIGNAUX
1. Le code de signaux suivant doit être utilisé dans les chantiers souterrains:
1 coup —  Arrêtez immédiatement si la machine est en marche (signal d’exécution).
1 coup —  Remontez (signal d’exécution).
3-3-1 coups —  Remontez lentement.
2 coups —  Descendez (signal d’exécution).
3-3-2 coups —  Descendez lentement.
1-2 coups —  Pose et dépose aux taquets.
3 coups —  (Signal d’avertissement). Remonte ou descente du personnel. Ce signal doit être donné avant de
permettre au personnel d’entrer ou de sortir de la cage, du skip ou du cuffat. Il doit être donné aussi lorsqu’un
arrêt a eu lieu à un niveau et que le personnel dans la cage, le skip ou le cuffat doit être remonté ou descendu à
un autre niveau. Dans tous les cas, après que le signal de 3 coups a été donné, la cage, le skip ou le cuffat ne
doit pas être mis en mouvement avant que les signaux de remonter ou de descendre aient été donnés.
4 coups —  (Signal de tir). Le machiniste doit répondre en remontant le cuffat, la cage ou le skip de quelques
pieds et en le descendant lentement. Après le signal de 4 coups, seulement le signal de 1 coup sera exigé pour
signaler la remonte du personnel loin de l’endroit de tir et le machiniste doit rester à son poste de manoeuvre
jusqu’à la fin de la remonte.
5 coups —  (Signal de dégagement). Le machiniste peut, après avoir reçu ce signal, agir à sa guise pour
exécuter toute manoeuvre avec les cages, les skips ou les cuffats.
9 coups —  (Signal d’alarme, signal d’avertissement spécial). Sera donné seulement en cas d’accident,
d’incendie ou d’un autre danger. Le signal pour le niveau auquel existe le danger devra être donné après le
signal d’alarme. Ces signaux seront donnés par le téléphone ou par le dispositif d’appel de la cage sauf pour
les travaux de fonçage de puits ou les recettes où ces dispositifs de communication n’ont pas été installés.
2. La manière et l’ordre suivants doivent être observés pour donner les signaux:
a) les coups des signaux seront donnés à intervalles réguliers;
b) lorsqu’on remonte ou descend du personnel, les signaux seront donnés dans l’ordre suivant:
1er — signal d’avertissement,
2e — signal de destination,
3e — signal d’exécution.
3. Le machiniste doit tarder un peu à mettre en mouvement la cage, le skip ou le cuffat après avoir reçu un
signal indiquant une manoeuvre chaque fois qu’il s’agit de transport de personnel. S’il ne lui est pas possible
d’agir en une minute depuis la réception de tout signal complet, il ne doit manoeuvrer qu’après avoir reçu de
nouveau un autre signal complet.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 197 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann. 4.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 198 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 10.4.3";")
GARDE-CORPS PORTATIFS
SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 199 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann. 5; D. 995-91, a. 13.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 200 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 5.1";"(Remplacée)
R.R.Q., 1981, c. S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 5.1";"; D. 995-91, a. 13.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 201 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 5.2";"(Remplacée)
R.R.Q., 1981, c. S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 5.2";"; D. 995-91, a. 13.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 202 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 5.3";"(Remplacée)
R.R.Q., 1981, c. S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 5.3";"; D. 995-91, a. 13.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 203 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 3.24.18";")
Note : La cornière droite de support-poutre-poteau aura la 
partie supérieure enlevée telle que montrée pour garder
l’espace occupé par le 1er boulon déjà en place pour
supporter la poutre mo ntrée auparavant. 
POTEAUSANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 204 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann. 6; D. 391-2011, a. 3.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 205 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 206 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 7.2.1";")
FORMATION ET CERTIFICAT D’OPÉRATEUR DE PISTOLET DE SCELLEMENT À BASSE
VÉLOCITÉ"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 8.1";"Seules les personnes autorisées par le fabricant d’un pistolet de scellement à basse vélocité peuvent être
instructeurs et à ce titre, veiller à la formation et à la qualification des travailleurs voulant utiliser un pistolet
de scellement à basse vélocité."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 8.2";"Tout travailleur désirant utiliser un pistolet de scellement à basse vélocité doit avoir reçu une formation
sur les points suivants:
1° l’identification des parties et des accessoires du pistolet;
2° le fonctionnement du pistolet et de ses accessoires, tel un pare-éclats;
3° l’entretien du pistolet;
4° l’identification des pièces endommagées ou usées;
5° l’identification de la puissance des charges explosives."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 8.3";"Un certificat d’opérateur de pistolet de scellement à basse vélocité est remis à tout travailleur:
1° qui a reçu la formation prévue à l’article"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 8.2";";
2° qui a démontré à son instructeur sa capacité d’effectuer les opérations prévues à l’article"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 8.2";".
Ce certificat est délivré par l’instructeur qui a donné la formation."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 8.4";"Le certificat d’opérateur de pistolet de scellement à basse vélocité doit contenir les informations
suivantes:
1° le nom du travailleur;
2° l’attestation que le travailleur a reçu la formation prévue à l’article"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 8.2";"et qu’il a démontré sa capacité
d’effectuer les opérations prévues à cet article;
3° la date de délivrance du certificat;
4° le nom ou la marque de commerce du fabricant du pistolet;
5° le modèle du pistolet;
6° le nom et la signature de l’instructeur qui a donné la formation prévue à l’article"
